ID,LIKE_COUNT,MESSAGE
4572786082779542_4575131352545015,0,Do you disagree with me Mr Davit or did you have doubts However in all seriousness without exaggeration Well perhaps this privitism should have remained I apologize for this because time has shown us everything Is it worth it to continue words
4572786082779542_4576719799052837,0,Georgian gene
335613576496835_335621443162715,0,Banko I have a question for you when will the scholarship holder of the Bank of Georgia be announced
331059560285570_331065523618307,1,Well these people should go to the City Hall page and continue there true 
258256724267543_258256880934194,0,  se barba fosse sinal de respeito bode nuffffdo tinha chifres Oasaksssaoaaakoksksoaapoaooao
328145513910308_328179087240284,0,They still stand 
360041894036129_360043137369338,0,http29mediatumblrtsomtumblrlltzgnhi5f1kzib3tso1400jpg
310805208977672_1356576027733913,0,If you can tell me how to contact the legal department
324838684222163_324845927554772,0,David Lochrelidze At this stage we can only say that Pakpal has not officially entered Georgia 
4524954747562676_4526289520762532,0,Good luck to Sandros
4524954747562676_4533913790000105,0,May the Lord bless you with success
4524954747562676_4530916666966484,0,Good luck Sandro
4504530552938429_4595606477164169,0,Bank of Georgia  Bank of Georgia When did you start booking accounts without even asking the client and after booking you dont even think its worth explaining the story For the second day I have been asking to contact the person responsible for this matter and no one has called me
4501677869890364_4505176586207159,17,The worlds highestlevel Georgian dance troupe proud and the first patriots in front of the nation always on the front line Sukhishvili whom we all love and are proud of 
4501677869890364_4505183646206453,11,I am happy to watch Georgian dance and I thank God that I was born in Georgia Only Georgian dance is enough to make me feel happy
4501677869890364_4511206155604202,1,People get a lot of pleasure from their performance I can watch all the time 
4501677869890364_4506858336038984,0,Extinction is not written for our nation we will become whole Iberia will shine I love you Sukhishvili because with you a woman becomes a woman and a man becomes a man You are the pride of the nation
4501677869890364_4516273441764140,0,Does anyone know if Abkhaz liked it
4501677869890364_4503297996395018,1,Look at Viki Patsuriya 
4491161800941971_296987832481771,0,Maykuna dear cool
4491161800941971_578858903228567,0,Well done good girl 
4491161800941971_614197343119330,0,My heart is still broken maybe you should go back to surgery
4491161800941971_149990217354752,0,I wish you a lot of success
278592935532233_278991532159040,0,May the grace of Christ cover you
276712125720314_276724489052411,1,Oh what a person who collects likes and licks the competition doesnt even catch them
190765351020286_191258127637675,1,Bank of Georgia congratulates you on the new year and good luck
328338793852421_328351533851147,0,He beat me and nothing elseDDD
328338793852421_328367477182886,1,Play it at Eurovision 
103513339768076_105547492897994,0,These are all good things that the Bank of Georgia offers to customers But I have one question for the Bank of Georgiaabout the consumer loan and why did the Bank of Georgia increase the interest rate When you talk on TV about the primacy of the Bank of Georgia I think you are the first to increase interest rates How can you give a consumer loan at 24 and then talk about people The economic crisis has passed and now what is the reason for increasing this percentage
121753971272353_4055211687926542,0,Hello is the Bank of Georgia working
4467975649927253_4473509362707215,0,Good luck and come back to Georgia
4467975649927253_4471653246226160,0,Natia Akhvlediani good luck 
4467975649927253_4471239969600821,0,Ruska Vasadze
4454463187945166_4462547313803420,0,Im glad Roma  good luck
4454463187945166_4461194863938665,1,How happy I am for the success of talented young people
4454463187945166_4459305514127600,6,Good luck to Roma Amazing worksHow would you make the 20th public school of Kutaisi happy with the idea library We are enriching the library by handing over waste paper within the framework of the onesheet campaign with turtle steps but we will move forward firmlyYou have made us happy with the modern space we really need it like air
4454463187945166_4458825954175556,0,Good luck 
4439051926152959_4439066729484812,0,Daniel Dafoes Mol Flanders
4433005493424269_4438075522917266,0,Good luck my friends
4433005493424269_4437040139687471,0,Wow congratulations
4408243332567152_4410969122294573,0,Congratulations Dalian is happy good luck
4408088035916015_4411745878883564,0,Lots of successGold medal soon too
158811350883615_158815790883171,1,Its a wonderful musk I use it very often
158811350883615_159328404165243,0,Yes there is one Im reading it myself Send me a photo and Ill tell you what it says
117550571687335_118072914968434,0,Well the biology teacher told me that the neighbors is betterD
189171894490411_189220241152243,0,Nino what would you improve the site Lets consider and change what will happen 
285637881455207_285856844766644,0,Whose is it if you found it  PS It turned out cool
280705878615898_280748215278331,0,I hope I will move there to work in 2012 
125188360914809_125199494247029,0,David the answer to your question depends not on the Bank of Georgia but on the Pakpal service If he has such a service then you can make a transfer
195973827137932_197678746967440,0,When it came out I took it immediately 
257220794318714_257230257651101,1,Maria it is not necessary to have a proof of studentship just check the correctness of your personal data before coming to the bank on the website of the National Center for Accreditation of Education tsssneage and in case of any inaccuracy contact the deans office of your school since our operators rely on this database when issuing a student card
4393156450742507_4397466076978211,0,Good luck Georgians
4395756773815808_4395840637140755,0,Make us happy Nino 3 We are proud of you
4395756773815808_4395834683808017,0,Good luck
4390756594315826_4400154916709327,0,I wish you success
4390756594315826_4400154066709412,0,A successful Olympics for our athletes
4380918135299672_4388203611237791,0,What does the Paralympic game mean Someone please explain to me
244486245588062_244496695587017,0,Thank you very much for your kindness to our bank and for using our service as for Feifal and neighboring countries I cant tell you anything it is a private company and it decides which country to enter and which not to We also actively support the issue of his entry into Georgia but in the end it is up to them and how you paid with a Georgian card is already a riddle 
216376001753629_216400998417796,1,Tell Veraper  Now I got into a fight why no one told me these stories 
238498642863436_238505206196113,0,Does this shop work on Pushkin Street 
212446925480040_212954328762633,0,And if I enter here my personal number will not be found in the register so I think the lists have not been transferred yet and I will still take it Httpneagestudentsaspkh
240282066015739_240327602677852,0,Of course I also think that the Bank of Georgia is the best and thats why I am its customer however I was very surprised by such a sharp reduction of the  on childrens deposits for 4 months 
144804082275795_144850815604455,0,I became a student this year and is it possible for this years students to participate
211094285615432_222231341168393,0,Please tell me can I use my prize now
102718969832760_103035159801141,0,thank you very much
128162667278898_128648947230270,0,Bak Novruzov wait for a while it should be moderated by the afternoon
264608636885677_264914746855066,1,Congratulations Lashiko I will call you 
251327578231127_251796378184247,0,Why is my picture not visible I uploaded it yesterday
251327578231127_251825351514683,0,Why is my photo not there
241279789245689_241713005869034,0,Keti Kldiashvili why cant you load it
254671974545763_261365133876447,0,Sleeping in the rain is like thatLondon sadness is missing in these places
200023990055795_200025440055650,0,Bank of Georgia do you also understand that it is an injustice
200023990055795_200026916722169,0,Where are my comments
200019720056222_200021670056027,0,How many minutes anyway
200019720056222_200022446722616,0,How soon will there be a new picture
200019720056222_200559850002209,0,I will not comment at all I will wait for your message
200019720056222_200560190002175,0,Is it a message or a gift 
199938593397668_199942190063975,0,Travel service
199923360065858_199924200065774,0,Bank of Georgia American Press
199919060066288_199920176732843,0,Acropolis Riveria Rompetrol Soh Lounge Check Out Midtown Socar Topres Musits Hull
193739987349240_193745994015306,0,Ok but if I spend 10000 gels you will still give me a candle and if I spend 100 gels you will still give me the same thing
219410071435554_219416031434958,0,Bank of Georgia Bank of Georgia JK Constructor when will you reward us
126347207452115_126843760735793,0,send what Rir
189557104435817_189558514435676,1,Blair Titch no not today we will contact you 
140743912671535_140746609337932,0,Compete with your friends nothing happens when I stop Is it the same with you
140743912671535_141148889297704,0,Leave a rating
189070014484526_189077284483799,0,There is nothing in common between Harry Potter and Vepkhistaosan Everyone has their place in falling for stupidity and every book is good in its own way especially Harrq Those who dont like it or are worried about the illiteracy of the Georgian people should think of something sensible and dont make nonsense
189011664490361_189015101156684,0,One question and what time session are these tickets for
115400178553263_116310935128854,0,Im sorry In the rating of HK Ceria is in 3rd place 53 did she really graduate in 53 or 43 I am in 4th place and Ceria is 57
241421439219593_241501985878205,0,Why not when I pay with a credit card they open it with a Sak Bank terminal
4380907581967394_4390375867687232,0,Congratulations 
4380907581967394_4389572737767545,0,I wish you victory
4380907581967394_4389391427785676,0,Health and success Amen
4380897415301744_4388082521249900,0,Good luck lions
4380878651970287_4386421624749323,0,Cheers and good luck I hope you will return to us with a medal we will send our hearts to all of Georgia
4380878651970287_4385048374886648,0,You will also enjoy the benefits
4347268275331325_4527842517273899,0,in what percentage
4347268275331325_4477645615626923,0,I love it too Only I am a user of it
4347268275331325_4472121032846048,0,I have the only card and it is Georgian
4347268275331325_4468528823205269,0,Go do your business
4347268275331325_4423461784378640,0,Since I am a longtime customer give me a loan at 80 percent
4347268275331325_4409032485821570,0,You are too busy
109347192492402_109348559158932,0,7AuraClarins Fragrance Group1030
109347192492402_109350285825426,0,7 stores the first fragrance is Aura The Grace of Light 1030
109347192492402_109354019158386,0,1 Seven 2 Aura Bk  The Grace of Light 3 Creathed Bk Bk Red Tsolalaboration Tslarins Fragrance Group Tso Tsa Also Behind Perfumes from Thierry Mugler Porsche Design Azzaro and David Kurman 4 1030
166061366793955_166062120127213,0,112 years2 Chavchavadze Ave 27380 in the country430
166061366793955_166068943459864,0,For 12 years TbilisiChavchavadze Avenue  27 is either closed for renovation or moved to another location Agmashenebeli 110 Pekini 13 Farnavaz Mefi Avenue 1 Godvili BatumiGorgiladze 13 Presented in 88 countries 30 discount
154673497937406_154676064603816,0,1 Danish 2 A Touch of Lukhurq 3 2007 4 20
239310029412680_239311146079235,0,1 5 shops 2 Caravan 3 Kenzo Mison John Gallio Ferre and Khloe
152526098152567_152545688150608,2,Phew what a joke its a paradise for unichos
228518190508518_228522760508061,0,4 Dont turn it on in the browser
228518190508518_228527137174290,0,got on my nerves 
178143402243854_178145232243671,0,I dont play with two different Facebooks My brother was playing yesterday
177905415600986_177910632267131,0,To object what will someone give a ticket if
177308372327357_177308888993972,3,I congratulate him but if it wasnt for the feeling of regret people wouldnt have voted for him
176940275697500_176946592363535,0,Nino we wont be able to check until Monday
108043159286155_112532478837223,0,I didnt see it either 
176290535762474_176315405759987,0,Why are you nervous Lana Sister I think people can express their opinion here and it is a common card
176290535762474_176316309093230,0,Teacher Congratulations  to the student and the teacher  wins   But it is a very bad card And a very bad decision
176134255778102_176134615778066,0,Oh Im sorry  
176068072451387_176088379116023,0,Jujunaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaah
175835019141359_175845352473659,1,Congratulations to the winner I really like it 3
175835019141359_176303099094551,1,Here coolness and beauty have nothing to do with it Probably she has many followers and Dau Like S
151466214922783_151466291589442,0,Its a really good ad
151466214922783_151493374920067,0,How cool  Super
230924310258235_231326190218047,0,can i do something 
117058425046657_117158868369946,1,Bank of Georgia is cool as hell
173992535992274_173992675992260,0,We are watching 
4347247465333406_4372877609437058,0,May the Lord bless you
4347247465333406_4369782019746617,0,Praise be to God they still make us happy otherwise what would help us Georgians
4347247465333406_4353529341371885,0,Dont stop Georgia forward to victory
4338854899505996_4339157106142442,7,You are the champion in my heart The whole world has seen who you are His Excellency fate was on the side of the American nothing more Leo you are a lion
4338854899505996_4339066862818133,2,This is such silver that it is better than gold
4335416939849792_4335520173172802,0,It will be difficult for us but we will win 
4334815319909954_4335213409870145,0,What time will the semifinals be
4333609043363915_4338507426207410,0,Congratulations and good luck
4332856196772533_4333577640033722,0,A proud person
4332821106776042_4332985370092949,0,The strongest man in the world is a Georgian that says a lot
4332753466782806_4332799203444899,0,Its very cool 
156352424429842_156353161096435,0,since monday Wasnt there a competition before 
173059766085551_173060486085479,0,Thank you very much everyone
173044639420397_173044849420376,0,Zuka congratulations 
172798439445017_172799259444935,3,Dad doesnt like it you know 
172459019478959_172459716145556,1,free333333333333333333333333 3333333333333333333333333 3333333333333333333333333 3333333333333333333333333 3333333333333333333333333 3333333333333333333333333 33333333333333333333333free33 3333333333333333333333333 3333333333333333333333333 3333333333333333333333333 3333333333333333333333333 3333333333333333333333333 3333333333333333333333333 33333333333333333333free33333 3333333333333333333333333 3333333333333333333333333 3333333333333333333333333 3333333333333333333333333 3333333333333333333333333 33333333333 3333333333333333333333333 333333free3333333333333333333 3333333333333333333333333 3333333333333333333333333 3333333333333333333333333 3333333333333333333333333 3333333333333333333333333 3333333333333333333333333 333free3333333333333333333333 3333333333333333333333333 3333333333333333333333333 3333333333333333333333333 3333333333333333333333333 3333333333333333333333333 3333333333333333333333333 3333333333333333333333333 3333333333333333333333333 3333333333333333333333333 3333333333333333333333333 3333333333 3333333333333333333333333 3333333333333333333333333 333333333333free3333333333333 3333333333333333333333333 3333333333333333333333333 3333333333333333333333333 3333333333333333333333333 3333333333333333333333333 3333333333333333333333333 333333333free3333333333333333 3333333333333333333333333 3333333333333333333333333 3333333333333333333333333 3333333333333333333333333 3333333333333333333333333 3333333333333333333333333 333333free3333333333333333333 3333333333333333333333333 3333333333333333333333333 3333333333 3333333333333333333333333 3333333333333333333333333 3333333333333333333333333 333333333333333333free3333333 3333333333333333333333333 3333333333333333333333333 3333333333333333333333333 3333333333333333333333333 3333333333333333333333333 3333333333333333333333333 333333333333333free3333333333 3333333333333333333333333 3333333333333333333333333 3333333333333333333333333 3333333333333333333333333 3333333333333333333333333 3333333333333333333333333 333333333333free3333333333333 3333333333333333333333333 3333333333 3333333333333333333333333 3333333333333333333333333 3333333333333333333333333 3333333333333333333333333 33333333333333333333333free3 3333333333333333333333333 3333333333333333333333333 3333333333333333333333333 3333333333333333333333333 3333333333333333333333333 3333333333333333333333333 33333333333333333333free3333 3333333333333333333333333 3333333333333333333333333 3333333333333333333333333 3333333333333333333333333 3333333333333333333333333 3333333333333333333333333 333333333333333333
172459019478959_172460026145525,3,I agree with you  I thought that this team would pass and 
172459019478959_172465016145026,1,Also the vulture crawled on his forehead
172459019478959_172580002800194,0,Getting to the semifinals is enough catharsis for them
172073672850827_172123699512491,0,When are you planning to update 
222417401104554_222455564434071,1,When will it come out anyway
129451743799616_129686337109490,0,3 Why doesnt my love go to bed 
209458132418702_209717979059384,0,Its a spark and youll wake up soon
209458132418702_209919622372553,0,And TBCBank took much less time for the same case despite the fact that the number of queues there was similar or more and I wonder what your operators are doing who delay the client for at least 1 hour
170843789640482_170845399640321,1,The little dancing man Nikusha is a very cool person I am in love with him God bless him
122403267839404_122425457837185,0,I cant enter the application whats wrong 
169889039735957_169895343068660,0,Its not on the wall of this page What illogical questions are D
169889039735957_169895779735283,0,Everyone will be as bad as you D D
147041462032253_147048238698242,0,David it is not required by default Maybe they needed to verify some data and thats why they asked you
163658533695182_163704863690549,1,I like it its very cool thanks to the Bank of Georgia in everything 3
169253623132832_169254106466117,0,the dearest
169205609804300_169207109804150,1,Its very cool 
169205609804300_176476132410581,1,She is a beautiful child I also want to give her one I reduced one to the Bank of Georgia
169205939804267_169213279803533,0,Ulamasesia and where is this church is enchantingly Lamassia
169205939804267_169388449786016,0,A masterpiece of art
169205939804267_169458843112310,0,The beauty of Meskheti the most beautiful part of Georgia and the pride of the monastery of the Fathers of Safari
169205939804267_169650153093179,0,Congratulations you are beautiful
169205919804269_169413999783461,2,Its a good photo without a doubt  with beautiful colors  Tsool 
4329852770406209_4332550583469761,0,If the silver was sent to Minasian no one could take it away
4329852770406209_4330500000341486,2,Tomorrow is our day I believe we will win
4329648783759941_4331985670192919,0,No update Please update
4326787404046079_4326804384044381,0,Bravo Super bravo Bravissimo
4326787404046079_4327025497355603,0,He wondered who he was
4323732891018197_4323838514340968,0,Good luck Forward to gold
4321221271269359_4321315864593233,0,There are no words to evaluate the results of this boy really 
4318472778210875_4323302174394602,0,You changed the lions Geno Taha should win it wont work out like that D 
4318726068185546_4333437763381043,0,Nino you are cool
4318726068185546_4332824213442398,1,Thank you Nino All Georgians can be proud of you 
4318726068185546_4332600983464721,0,It is Salukvadze and 
4318726068185546_4330199517038201,0,Youre a cool woman Kiara youre a cool woman I love you good luck
168767386514789_169210299803831,1,I fell Vaniko Bravo Its a masterpiece
168767393181455_169210066470521,0, Mmm
168449809879880_168518539873007,0,Aww the fall in the dollar exchange rate is driving me nuts 
168033009921560_169006239824237,0,Is the game over me or you
167789556612572_167794169945444,0,Georgian language but English language
184005948313220_184017624978719,0,Why didnt you start
184005948313220_184030904977391,0,Hello is anyone here  D
216663605026038_216682798357452,0,It is impossible to load the program what is happening  
216663605026038_216717811687284,0,Suddenly I will not be able to participate in this competition because I dont know my name and surname OO
167350199987936_167365906653032,6,The name here is stupid mine or yours break and conquer  DDD 
167350199987936_167376843318605,0,Dont let the unsavory protein hit my yellow heart D
167350199987936_167981969924759,0,add me to friends
166237466767781_166238123434382,1,Im waiting for the competition 
215598438450546_215608651782858,0,I am logged in from Google Chrome
166041890120672_166052920119569,0,Are Bank of Georgia and SB24 one and the same
165969943461200_165992413458953,1,Do you know what to tell me This is already too much I dont know what your broken ATM is showing but I definitely didnt enter it twice How could I enter it twice when I typed it once and it didnt say typed at all It is not worth justifying oneself in such a way It turns out that when dealing with an ATM a witness must also be present  I got a call from the bank and my card will be there the next day
165354510189410_165356063522588,0,13 2 Gela Varidze 315 to March
138678282869861_138872149517141,0,Thank you  You are so stupid and observant if I posted a video of Zmakats and he won you wouldnt let my Zmakats win
113258342090309_113272982088845,0,He has a lot of friends on Facebook and he got a lot of likes  Otherwise I had a disagreement with the Bank of Georgia but you are doing the opposite 
164628556928672_798065446918310,0,Do not rub the rub bliadddd
164628556928672_899201656804688,0,How much is the dollar and vero exchange rate in Turkey
164628556928672_905269312864589,0,I am interested in the Liri course 
213415418669413_213445991999689,1,30000 likes are only for the Bank of Georgia and nothing more
213415418669413_213768635300758,0,I didnt think I loved you Bog 
163362340388627_163362367055291,1,The winner will receive an iPod Shuffle congratulationsWe wish the rest of you success in future trivia contests
162935243764670_162935737097954,0,Thank you very much 
4318052488252904_4318084558249697,2,He was clearly better than his opponent 
4316172368440916_4317796618278491,311,Thank you dear For your 3 golds and for your lovely family but it wont be good to leave like this because wherever we go if we stay there we wont be able to compete in the year I know and believe that wherever you are you will do everything well but you are an incentive for athletes and dont take away this hope from others Sorry for the distribution but I am 65 years old and what I love most is sports and athletes who put indescribable hard work
4316172368440916_4322464047811748,2,Big something goldDont take it to heartWhat is a medal you are a treasure
4316172368440916_4321213537936799,2,You are the pride of the nation worthy Mamulishvili  The Paris Olympics is ahead the fight for victory 
4316172368440916_4320842494640570,0,I wish you strength of spirit and everything will be fine
4315528355171984_4323834514341368,0,You Valmokhdili are a real Georgian
4314501235274696_4314529181938568,0,Which one will you play on
4312948455429974_123453336667325,0,God bless you
4312821138776039_4315160905208729,0,Congratulations my son be happy for the joy of the Georgian people
4312821138776039_4314982818559871,1,My dearest baby  You are so happy to be such a delightful and kind sister Really 
4312346165490203_4312481222143364,0,Congratulations to Lasha
174501965935492_174507805934908,0,Oh what is it
193701344002450_193713567334561,1,Many many thanks to the Bank of Georgia for such an extraordinary project 3 And for those warm friendly evenings you organize for the winners of the tour 3 3 3 3
160126120712860_160126967379442,2,I liked the second place winner on this video 
118348144910206_118423241569363,0,deserved it without a doubt 
212847438729545_212864568727832,0,From March 20 to where 
159103734147821_159104810814380,2,Was it an inappropriate question  D
159090827482445_159093764148818,0,Dato Kalmakhelidze we do not block anyones comments If the user himself deleted it it is his business
159080974150097_159099834148211,0,For those who have a problem with time turn on the time update on the computer and you will sit down in seconds
159022094155985_159027314155463,0,where is the question
159022094155985_159036287487899,2,Go Im waiting for you dear Im really happy May you win in Kvelaper you in life very very dear 
158988500826011_158992660825595,2,Whoever wrote that are you ready now sits and giggles
158988500826011_158994034158791,2,Friends the contest rules have been publishedRead the rules carefully 
153256981401886_153290954731822,0,I am interested in the terms of the mortgage loan at your bank and can you write to me
157385534319641_157393074318887,0,Which one is it
156997834358411_157145337676994,0,Mariana Nadimashvili are you opening the same video on YouTube
153100338081494_153114261413435,2,Well my mother is not here and I couldnt give her a gift  but I called her and congratulated her 
167578303290083_167581126623134,1,Lasha Chakti D 
167578303290083_167701569944423,0,Seth Kour Pizzture
167578303290083_168101096571137,0,what is the prize D
195476137147284_195477100480521,0,I congratulate Levan and Tatu 
125184377554796_126098647463369,0,It is not found anywhere  I am also interested
193467800680597_194212797272764,0,I dont have the nerve to collect who I wanted to show my love to and Im on Skype anyway
107956682614193_108003795942815,0,Friends who came without sending your invitation are also counted as Mariam 
108736669200975_108744969200145,0,coverco does not open  Unable to download Explorer opened
108736669200975_108752729199369,0,I didnt understand how many cards I have opened 
4312182185506601_4312357292155757,0,How cool you are Mt Lomo Gudamakrelo Lashavo 
4312182185506601_4312278528830300,0,Thank you Lasha Thank you for being Georgian Good luck 
4307787329279420_4319421934782626,0,Georgians wish you success progress and victories
4306670246057795_4306687212722765,1, Big victories are still ahead
4306509142740572_4306525499405603,0,Dont stop Georgia
4306364819421671_4306392216085598,0,Good luck to Lasha
4306364819421671_4306372549420898,0,For the gold medal
170956469615054_171253736251994,1,In my opinion the competition an interesting and most importantly an unconventional business idea that is the contestants must develop such projects and ideas that have not yet been implemented the project must be written in detail including the costs then the jury will evaluate the works and finance the most interesting and at the same time properly written and compiled project
170956469615054_171527762891258,9,For me a fun and at the same time logical thoughtful cooking course is suitable  This will give people an incentive and slow down the manifestation of their talent Write down the memories that you have made for someone who will be given a very funny and interesting book as a gift
175344899167666_175483072487182,0,Well this new DSN DNN option has been released 
131199056943147_131451833584536,0,I know who I won and there wont be such bad videos but what Im saying is that they dont post the worst you know what Im saying they are close or something and they prefer to make their own but now if they put such a bad video people will understand that I could not get into the top three They couldnt do anything even by sticking it the idea is much higher and professionalism is revealed but still they didnt open it I know exactly who will give it to you1 The video ends with Adil at the ATMA girl sitting by a Christmas tree is animated in 2 places3 A man in the form of Superman sitting on a velpsipetWith 4 licks of Yasna that man with the coat of arms will win you overBut my video could have been included in the top three Now I dont have any complaints about myself that Im cool or something its just what it is Maybe you will agree with me
115962625143690_115963275143625,0,ipod touch me maak DD
187420657936917_187489541263362,1,The sound operator got drunk before shooting the scenes otherwise Namgeri would have turned out better D D
140107409380787_140108046047390,0,I want to win this prize too 
178490112176108_178527195505733,0,Ruska is the coolest others were superior I didnt like the ad
157485594297673_157485894297643,0,Oh wont you write who won If the name of the winner will be in that show
178349855527918_178661658830071,0,Im also interested in that I use Google Chrome I uploaded it to the end It went up to 100 and when I download it it doesnt say that its stuck What should I do
112601875478248_112611405477295,1,Is anyone checking
175939152428388_175996722422631,0,The idea that there is a horse in Georgia is an illusion
110957672311019_110978998975553,5,In general when you make a contest and indicate in the comments that the owner of the most likes will receive a special prize then you should not complain that someone is spamming and even posts a photo link on the users wall and asks to write a like Legally if you look at this fact this is a public promise of an award and each person who agrees to participate in this competition becomes a party to the contract This is a private legal relationship and the parties here can do what is not prohibited by law or contract Of course the law cannot propose norms for the contest on Facebook and the fact that it was not possible to write a link on the wall for friends was not specified in the rules of the contest or the contract The terms of the contract cannot be changed so unambiguously   Or you should clearly indicate what you require otherwise when any photo gets 800 likes you should not remove this photo from the contest  I am not participating in the contest nor is my photo posted here I just wrote what I think 
135757849815743_135887079802820,0,Its the best photo 
135757849815743_184460501612144,0,Wow what a cute picture DDDD
5540450766013064_618260186313886,0,The cool ones are trampled  what a pity next time we will definitely win 
5540244799366994_799044267797332,0,Good luck it was a good game but you need accuracy on 3pointers
5540244799366994_1479580862488330,0,Aw a country smaller than Tbilisi took you away and what to throw even my mother what Are you morons or masochistswe lost  
5540165246041616_3189558641304283,0,Toko was a great addition to the team
5533090793415728_1154530375094493,0,I will tell you the heights
4303779493013537_4303813393010147,0,Good luck 
4303678036357016_4303686073022879,0,He wrestled decently
4298120910246062_4301726469885506,0,I wish everyone to return with gold medals
134956209895907_135332939858234,2,Httpimages2lakoutsparkstsom122732thape5tsassetteheartjpg
176795502344875_176807065677052,1,Then the one who reveals the winner will give me the answer
173871702633183_173880172632336,0,186 Hasnt the time come 
135333949858133_135535103171351,0,Isnt it a billboard montage  D
169706266403073_169741249732908,0,Monsoon is good
135148849876643_135516356506559,0,Thank you very much to those who like it 
135148849876643_135675819823946,0,If we look at the pictures they are more forgiving and garbage D This is one of the good pictures But in my opinion it has nothing to do with the topic its important to match it I like the picture so muchAnd every criticism will be answered and explained probably
134895683235293_135412576516937,0,Alexander if you read the rules you would have seen that you have to send the photo to an email 
147804181935081_147815981933901,0,I sent the picture to my email and when it is uploaded I have little time already 
130273227031976_130320340360598,0,It was very good  Thank you very much 
164346300274540_164388116937025,1,When he sits in the bathroom he is a cool man
109597062447561_109601022447165,0,I havent seen so many bloggers together since Smd Thanks to the Bank of Georgia 3
109597062447561_109614935779107,0,Entry will be through the list 
134250949967247_134286976630311,0,what do i know Here anyway just in case Ive been wanting karaoke for a long time and maybe Ill get the desire  httpbiblusiblogspottsom
134250949967247_134403813285294,3,Anagelbakhiani But the song Oo will scare people D
118462784887972_118463041554613,0,its wonderful We are waiting 
118462784887972_118463974887853,0,The wrong answer is D
118462784887972_118486588218925,0,I wont be there at 7 can you tell me
118462784887972_118486714885579,1,I will win and marry you Giorgi DD
118462784887972_118491834885067,0,who me ohoh
174091212620120_174092012620040,0,There is no correct answer yet  D
174091212620120_174092472619994,0,The function  cash recirculation has been added to the ATM
174091212620120_174092595953315,0,Or issued an envelopeshaped ATM 
174091212620120_174093155953259,0,Fingerprint recognition function
149338068447779_149506935097559,0,Wow its very cool music I keep listening to it after the profile
168820726485225_168830929817538,1,what do you recommend Httptsstsgooglegesearchsourceidchromeieutf8qe18398e18395e18390e183ade183a0 e18394e18391e18390
135059379882744_135060346549314,0,on the portal too
178875885462086_178902988792709,0,life is cooler with usTake a loan and be happyAdvertisement Imagine a person or a group of people who needs or simply wants moneyFor example a person walks down the street and sees a cool car he wants it but he has no money At that time a lion will come and kill himPlague there flour here
171194046239265_171200916238578,0,Oops did you get deleted dude  
144557518926795_144576912258189,0,DDDDD We are so active that we dont care DDDDD
4297653326959487_4300778389980314,0,Good luck to Gmert Ebsarebode
4297653326959487_4298780706846749,0,Good luck to Irakli
4289209264470560_4300570700001083,1,Tears came to my eyes  Good luck to the Georgian national team 
4286682004723286_4301041646620655,0,There are many more Olympians in Georgia
4286682004723286_4297903376934482,0,Good luck lions
4284261671631986_4286023958122424,0,Good luck
4284261671631986_4285532691504884,0,Love and love
4278712052186948_4285592118165608,5,Larry I dont know you but thank you for all the joy you gave us during your stay at Tatam be happy and multiply
4278712052186948_4284066194984867,6,Larry was very cool
4278581755533311_4283745331683620,0,With our power journalists started to act as politiciansto look at their duty to take pictures we have so many famous and beloved peoplePeople who praised and named our homeland
4278456452212508_4281790511879102,0,very cute
132270003494190_132273230160534,3,It was necessary to write this in Google nothing more D Biggest Post Founded 1850
164761603558503_164762006891796,12,Close the year
161176733919009_161184223918260,1,Oh whats my gin do you have it If it was at 17 oclock wouldnt it  Im not at the computer at 1800 I cant be even if I want to 
148744921838905_148745778505486,0,iPod on October 23 2001iPhone in January 2007Mats Mini 2005Also 2006iPad on January 27 2010
148744921838905_148745945172136,0,1 On January 24 19842 On October 23 20013 January 9 20074 January 15 20085 April 2010
101068279964605_101068463297920,0,Wait for the time what question will you ask the lion
2615088975601_2615772032677,0,Wow its cool 
103636629705491_103639829705171,0,There used to be a man in Prado If only I didnt have it 
126292587428439_126296137428084,1,10000  I know exactly
126292587428439_126297054094659,0,Girl please fix one answer 
126292587428439_126298950761136,0,Will the correct answer be forthcoming By the way I can put money in your bank D
165652120119349_165657480118813,0,250 answers
4275397369185083_4277885542269599,0,Good luck Georgians victories
4274668852591268_4277280748996745,0,Yes they are greedy they will withdraw the deposited amount again it was not deposited ATMs have no credit and you cant prove anything
4272596679465152_4280291058695714,0,I exchanged for you guys I brought you a lot of gold
4260878890636931_4264057073652446,0,May the Lord be your protector and stand by your side
4260878890636931_4262484970476323,2,Lord to you Georgian lions
4257766224281531_4261773873880766,9,Full of Gods grace go before all opponents You are as tall and strong as a mountain Lashuna Your humility will make your homeland and your corner Gudamakar happy
4255766067814880_4258504790874341,1,Good luck sports luck and the mercy of the pigeons follow you son 
4252213761503444_4255613924496761,0,Congratulations girls
4252213761503444_4255044197887067,0,All the girls Good luck and progress
4249378068453680_4252668424791311,0,Good luck and progress for the glory of Georgia
4249378068453680_4252199348171552,0,Good luck and good luck
4244456575612496_4253248454733308,0,She is a cool girl  Good luck to Mariam 
4244242165633937_4252157071509113,0,Many more successes and victories are coming
4238192329572254_4249370981787722,0,Proud achievements
