ID,POST_ID,CREATED_TIME,LIKE_COUNT,MESSAGE
5600715159986624_2258149424348194,119630781428450_5600715159986624,2022-09-24T18:44:47+0000,0,მაგარია!
5600715159986624_859875438755756,119630781428450_5600715159986624,2022-09-24T09:20:42+0000,0,"მჯერა, აუცილებლად ასე მოხდება🙏🏾🙏🏾❣❣❣"
5600715159986624_1242482663151772,119630781428450_5600715159986624,2022-09-25T18:56:46+0000,0,ასეთ რეკ ლამებს ტელევიზიაშიც უნდა აჩვენებნდნენ მე მჯერა
5600715159986624_1040592649969137,119630781428450_5600715159986624,2022-09-24T06:53:56+0000,0,ra magaria mjera rom asruldeba❤⚽
5600715159986624_1120023892252258,119630781428450_5600715159986624,2022-09-25T05:08:16+0000,0,წარმატება  საქართველო 👍🇬🇪❤️
5600715159986624_5626058947416555,119630781428450_5600715159986624,2022-09-24T08:05:06+0000,0,მეც მჯერა!💖
5600715159986624_477067134336674,119630781428450_5600715159986624,2022-09-24T14:40:06+0000,0,წარმატებებიიიი...მე ჯერა ჩვენი ბიჭების❤🙏❤🌟👍🏼👍🏼👍🏼👍🏼🕊
5600715159986624_3259692517630806,119630781428450_5600715159986624,2022-09-24T09:40:18+0000,0,ფეხბურთი .გვაერთიანებს
5600715159986624_820713175775075,119630781428450_5600715159986624,2022-09-25T06:09:08+0000,0,ჩვენ  .ამ უდიდესი სიხარულის მოლოდინში ვართ❤🇬🇪
5600715159986624_828922244809538,119630781428450_5600715159986624,2022-09-24T23:49:39+0000,0,სუპეეეეერ....
5600715159986624_453039056861176,119630781428450_5600715159986624,2022-09-24T08:32:46+0000,0,mjea da vamayob amit venacval chem saqatvelos aivisi fani var sul fexebze mkidia realic basac da baziliac
5600715159986624_764393578194146,119630781428450_5600715159986624,2022-09-24T09:14:22+0000,0,მჯერა
5600715159986624_1083157495899143,119630781428450_5600715159986624,2022-09-24T17:34:52+0000,0,"არაჩვეულებრივი,პოზიტიური  რეკლამა და მთხრობელის განსაკუთრებული ხმა."
5600715159986624_5522938617772406,119630781428450_5600715159986624,2022-09-24T05:26:11+0000,0,ბევრი წარმატება ჩვენს ნაკრებს❤❤❤🙏🙏🙏
5600715159986624_3175948842671254,119630781428450_5600715159986624,2022-09-25T13:20:28+0000,0,გვჯერა
5600715159986624_1068847870489448,119630781428450_5600715159986624,2022-09-23T20:32:12+0000,0,მრავალი ბევრი გამარჯვებები ბიჭებო. უფალმა დაგლოცოთ.
5600715159986624_795216091630542,119630781428450_5600715159986624,2022-09-23T12:57:50+0000,0,შესანიშნავია 💜☀
5600715159986624_1120967482186395,119630781428450_5600715159986624,2022-09-24T04:42:21+0000,0,წარმატებებს გისურვებთ.⚽️👍🙏❤️
5600715159986624_3380174315552964,119630781428450_5600715159986624,2022-09-24T06:32:37+0000,0,"ვერავინ გააჩერებს ,ხვიჩა  კვარაცხელია  დაფრინავს თავიდანვე დავინახე მასში დიდი ფეხბურთელი.ულევი წარმატება."
5600715159986624_391788529790022,119630781428450_5600715159986624,2022-09-24T05:04:05+0000,0,გილოცაააᲗ
5600715159986624_5527264804058358,119630781428450_5600715159986624,2022-09-24T03:25:02+0000,1,mjera male axdeba es ocneba🇬🇪🇬🇪🇬🇪
5600715159986624_1054661901903255,119630781428450_5600715159986624,2022-09-24T03:54:16+0000,0,მჯერა და ველოდები მთელი გულით დიდ გამარჯვებებს 🇬🇪🇬🇪🇬🇪♥️
5600715159986624_625305292613006,119630781428450_5600715159986624,2022-09-23T13:45:01+0000,0,ვაჰ <3
5600715159986624_614423456843963,119630781428450_5600715159986624,2022-09-24T05:42:11+0000,0,ღმერთმა ქნას...
5600715159986624_754448308982441,119630781428450_5600715159986624,2022-09-24T05:04:03+0000,0,წარმატებები
5600715159986624_460576826119219,119630781428450_5600715159986624,2022-09-24T17:27:38+0000,0,მიყვარს🇬🇪🇬🇪🇬🇪
5600715159986624_1265019327592419,119630781428450_5600715159986624,2022-09-24T07:53:41+0000,0,კვარაცხელიამ არა მარტო საქართველოს არამედ იტალიელ ხალხს და ბვშვებსაც შეაყვარა ფეხბურთი.წინ სვლას გამარჯვებას და საქართველოს გაბრეყინებას ერთმანეთში დგომა სჭირდება.გამარჯვება და წარმატებრბი ჩვენს ფეხბურთელებთან ერთად ნაპოლს
5600715159986624_385356550306675,119630781428450_5600715159986624,2022-09-23T15:12:31+0000,0,"მუსიკა, ტექსტი 👏 #ჩემისაქართველოსბანკი❤️"
5600715159986624_650278846394189,119630781428450_5600715159986624,2022-09-23T15:16:06+0000,1,"გამარჯვება,.უფლის
მფარველობა  ხ  ვ  ი   ჩ  ა
კვარაცხელიას და საქართველოს
ნაკრებს!"
5600715159986624_5424400217650555,119630781428450_5600715159986624,2022-09-24T18:17:27+0000,0,მეც მჯერა!🙏🙏🙏🙏
5600715159986624_596268225533148,119630781428450_5600715159986624,2022-09-24T23:32:24+0000,0,მაგარი სიტყვები და გრრძნობებია
5600715159986624_1126242341318340,119630781428450_5600715159986624,2022-09-23T15:25:43+0000,0,გისმინოთ ღმერთმა😊
5600715159986624_612862813759907,119630781428450_5600715159986624,2022-09-24T17:21:38+0000,0,"ძაან დადებითი რეკლამაა. ისეთი სიტყვებია რომ, თავს  გავიწყებს სად ხარ!!!! ყოჩაღ!!! ბევრი ესეთი დადებითი. დაიღალა ხალხი ამ პოლიტიკით და ეს ბიჭები დღესდღეობით არიან ისინი ვინც ხალხს რეალურად აერთიანებს!!!!"
5600715159986624_1229830697804889,119630781428450_5600715159986624,2022-09-24T07:58:36+0000,0,კარგი იყო ნამდვილად👍👏👏
5600715159986624_499084142038990,119630781428450_5600715159986624,2022-09-24T07:00:11+0000,0,dinamo dinamo dinamo...nakrebo nakrebo nakreboo gamarjveba bijeeboooo
5600715159986624_495742342424488,119630781428450_5600715159986624,2022-09-24T05:15:07+0000,0,მჯერა
5600715159986624_1152521582043169,119630781428450_5600715159986624,2022-09-23T20:00:35+0000,0,ღმერთმა გვისმინოს!
5600715159986624_478447217499074,119630781428450_5600715159986624,2022-09-24T18:05:44+0000,0,უფალმა ჹისმინოს❤️❤️❤️❤️
5600715159986624_1279513062832894,119630781428450_5600715159986624,2022-09-24T14:46:52+0000,0,წარმატებები❤❤
5600715159986624_805084087301804,119630781428450_5600715159986624,2022-09-24T16:51:55+0000,0,გავიმეოროთ   ოქროს   ბიჭები.  მოვიდა   დრო.   კიდევაც   დაიზრდებიან.......
5600715159986624_1769347033416450,119630781428450_5600715159986624,2022-09-24T05:02:25+0000,0,საქართველოვ  წინსვლა  წარმატებები  შენ ეს  გჭირდება❤❤
5600715159986624_507453434111309,119630781428450_5600715159986624,2022-09-24T02:58:32+0000,0,წარმატებები
5600715159986624_1401242457029858,119630781428450_5600715159986624,2022-09-23T19:24:55+0000,0,კარგი იყო 👏🤗
5600715159986624_3182473362016338,119630781428450_5600715159986624,2022-09-24T16:28:44+0000,0,"ვტირი...
იმედი მაქვს მოვესწრები ჩვენი გუნდის დიდ გამარჯვებებს❤️🙏
როგორ გავიხადე გუშინ..."
5600715159986624_1703405883370546,119630781428450_5600715159986624,2022-09-24T01:19:25+0000,0,გალსტუკს კი არა მაისურს შევჭამდი სიხარულის გან.
5600715159986624_648905113295135,119630781428450_5600715159986624,2022-09-24T05:31:48+0000,0,მჯერა ღმერთმა გისმინოთ
5600715159986624_836726984404948,119630781428450_5600715159986624,2022-09-23T18:29:57+0000,0,გილოცავ საქართველო მე მჯერა შენი გამარჯვების.❤
5600715159986624_1133509690856139,119630781428450_5600715159986624,2022-09-24T17:30:09+0000,0,აუცილებლად და მალე👍
5600715159986624_1053746501969978,119630781428450_5600715159986624,2022-09-24T10:02:11+0000,0,მჯერააა✌️⚽🇬🇪❤️
5600715159986624_716169369877250,119630781428450_5600715159986624,2022-09-24T09:06:02+0000,0,Gmertma gisminos🙏cin sawartbelov🏅🏆💗😘🙏
5600715159986624_886553149037518,119630781428450_5600715159986624,2022-09-23T14:13:28+0000,0,ბრწყინვალეა ✌️🧡
5600715159986624_835859970931549,119630781428450_5600715159986624,2022-09-24T10:59:37+0000,0,მართალია ჩვენი ბიჭები დიდ წარმატებებს მიაღწევენ და ეს ასახელებს საქართველოს და არა მარტო საქართველოს არამედ მსოფლიოს. მე მჯერავს ჩვენი სპორცმენის ბიჭების ძალიან მაგრები არიან.
5600715159986624_829361588423579,119630781428450_5600715159986624,2022-09-24T10:21:44+0000,0,ამინ.ᲦმერᲗმა აგიხდინოᲗ ეს ოცნება კი არა ნამდვილად რეალობა.❤💐❤
5600715159986624_810488260139869,119630781428450_5600715159986624,2022-09-24T09:29:35+0000,0,ამინ.მალე ასრულდება ეს ოცნება.
5600715159986624_1145352063062121,119630781428450_5600715159986624,2022-09-23T18:56:49+0000,0,მე  მჯერა❤❤🇬🇪✊✊
5600715159986624_3310773212526827,119630781428450_5600715159986624,2022-09-25T12:26:48+0000,0,როგორი  ჟრუანტელის  მომგვრელი   სიტყვებია .   წარმატებები   ქართველ  ერს🌏⚽️
5600715159986624_2040023212852528,119630781428450_5600715159986624,2022-09-24T08:34:18+0000,0,"გაიხარეთ, კარგი რეკლამაა.გამარჯვება საქართველოს და ქართულ ფეღბურთს."
5600715159986624_3310040215951571,119630781428450_5600715159986624,2022-09-24T06:40:48+0000,0,Veli am dges ❤️
5600715159986624_1094135367953981,119630781428450_5600715159986624,2022-09-24T20:25:51+0000,0,ბრავო👏👏
5600715159986624_1242570766288697,119630781428450_5600715159986624,2022-09-24T18:36:38+0000,0,მაგარია 🇬🇪
5600715159986624_822191538905716,119630781428450_5600715159986624,2022-09-24T15:16:09+0000,0,Დიდებული რეკლამაა. Უფალმა გისმინოთ. Დიდება ქართულ ფეხბურთს. Მიყვარხართ ჩვენო საყვარელო და საამაყო ბიჭებო❤❤❤❤
5600715159986624_768532544438733,119630781428450_5600715159986624,2022-09-24T13:09:58+0000,0,ჩვენ ეს შევძელით მეტირება... წინ ბევდ ბძოლებს ვნახავთ ჯერ ხომ ახალგაზდები არიან ყველა გალოიჩენს თავს გფარავდეთ უფალი😘
5600715159986624_3431697960387169,119630781428450_5600715159986624,2022-09-23T21:09:01+0000,0,დიდებულია
5600715159986624_2195840030596286,119630781428450_5600715159986624,2022-09-24T13:56:56+0000,0,წარმატებები  საქართველოს  ნაკრებს ❤
5600715159986624_589287122976627,119630781428450_5600715159986624,2022-09-23T17:42:30+0000,0,ძალიან კარგი რეკლამაა 😍❤️❤️❤️
5600715159986624_484156283376933,119630781428450_5600715159986624,2022-09-25T10:10:37+0000,0,Damburdzgla
5600715159986624_394373779508447,119630781428450_5600715159986624,2022-09-24T16:57:45+0000,0,"ამინ ამინ ამინ,ყოჩაღ ჯიგრებო,მეამაყებით❤💖💖💖"
5600715159986624_5026140460824078,119630781428450_5600715159986624,2022-09-24T12:15:22+0000,0,უფალი თქვენთან🙏🇬🇪
5600715159986624_646504057040049,119630781428450_5600715159986624,2022-09-24T09:49:40+0000,0,ამინ ამინ ამინ.
5600715159986624_680363509614593,119630781428450_5600715159986624,2022-09-24T03:38:35+0000,0,"გამარჯვებას უსურვებ ჩემს საქართველოს,წარმატებებები ჩვენს ქვეყანას❤❤❤❤❤"
5600715159986624_3876043792519321,119630781428450_5600715159986624,2022-09-23T18:43:04+0000,0,მეც მჯერა❤️
5600715159986624_663162948266631,119630781428450_5600715159986624,2022-09-24T20:07:49+0000,0,მჯერა
5600715159986624_340759894881871,119630781428450_5600715159986624,2022-09-24T09:54:36+0000,0,წარმატებები❤
5600715159986624_3273404716296093,119630781428450_5600715159986624,2022-09-24T09:39:14+0000,0,ამინ სულ გამარჯვებები ვუსურვოტ ამ ოქროს ბიჭებს
5600715159986624_514515774010752,119630781428450_5600715159986624,2022-09-23T23:09:58+0000,0,მაგარია ❤️
5600715159986624_3383193588576438,119630781428450_5600715159986624,2022-09-23T18:36:11+0000,0,"რა ცოტა რამ გვუოფნის გასახარებლად
გილოცავთ დღევანდელ გამარჯვებას"
5600715159986624_1757811427931290,119630781428450_5600715159986624,2022-09-23T13:07:44+0000,0,"მუსიკა მაინც სხვააა, რესპექტ!"
5600715159986624_893930318249575,119630781428450_5600715159986624,2022-09-24T14:40:47+0000,0,მე მჯერა
5600715159986624_631317445369514,119630781428450_5600715159986624,2022-09-24T13:38:47+0000,0,მრავალი გამარჯვება ჩვენს  სამშობლოს  ჩვენს სათაყვანებელ  საქართველოს
5600715159986624_533388295456598,119630781428450_5600715159986624,2022-09-24T08:16:46+0000,0,მჯერა
5600715159986624_2160358850791285,119630781428450_5600715159986624,2022-09-23T21:32:59+0000,0,რა მაგარია ❤️
5600715159986624_1085139618801563,119630781428450_5600715159986624,2022-09-24T03:15:24+0000,0,დამბურძგლა და ამეტირა 🙈👌
5600715159986624_784683336172992,119630781428450_5600715159986624,2022-09-26T11:04:13+0000,0,წარმატებები ბიჭებო❤მე მჯერა თქვენი🤗💓🤗
5600715159986624_630902978517608,119630781428450_5600715159986624,2022-09-24T15:19:26+0000,0,მოხიბლული ვარ❤🇬🇪⚽️⚽️⛹️‍♂️⛹️‍♂️💖💖💖🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪
5600715159986624_5663540123690300,119630781428450_5600715159986624,2022-09-24T04:25:38+0000,0,ღმერთმა აგვისრულოს🙏🏻ამინ❤️
5600715159986624_779725519929144,119630781428450_5600715159986624,2022-09-24T09:43:53+0000,0,"Mjera,warmatebebi❤️"
5600715159986624_808705433811497,119630781428450_5600715159986624,2022-09-24T05:41:07+0000,0,"ამინ საქართველო,უფალი გფარავდეთ შვილებო."
5600715159986624_565440932045227,119630781428450_5600715159986624,2022-09-25T11:09:04+0000,0,ყოჩაღ   კვარა
5595599940498146_451624376933568,119630781428450_5595599940498146,2022-09-22T08:23:51+0000,30,ღმერთმა დალოცოს საქართველო და ჩვენი სპორცმენები. მრავალჟამიერი ყოფილიყვეს. წარმატებები საქართველო.
5595599940498146_791102428679548,119630781428450_5595599940498146,2022-09-22T11:45:03+0000,22,წარმატებებს  გისურვებᲗ  ქარᲗველო  ვაᲟკაცებო🙏🙏🙏❤❤❤
5595599940498146_1254982405277007,119630781428450_5595599940498146,2022-09-21T19:19:49+0000,20,ასევე მინდა მადლობა გადავუხადო ყველა იმ ადამიანს ვინც ეს იდეის დონიდან დაიწყო და სრული სახით წარმოადგინა✊🏻 ერთად ყველაფერს შევძლებთ ✊🏻✊🏻
5595599940498146_658317075443676,119630781428450_5595599940498146,2022-09-21T19:22:48+0000,16,"ეს ემოციები, ეს გრძნობა!  ერთად ჩვენ ყველაფერს შევძლებთ! ✊🇬🇪🔥❤️"
5595599940498146_1139635516977892,119630781428450_5595599940498146,2022-09-22T06:11:00+0000,17,გამარჯვებით გევლოთ! მრავალჟამიერ 🇬🇪
5595599940498146_1093213158000114,119630781428450_5595599940498146,2022-09-21T19:22:45+0000,8,გენაცვალეთ ბიჭებო💪🏻❤️❤️++++
5595599940498146_752742155818139,119630781428450_5595599940498146,2022-09-23T05:39:17+0000,8,წარმატებები  ჩემო საყვარელო  ქართველებო! არ  დაივიწყოთ  ვისი გორისა  ხართ! ❤️♥️❤️♥️❤️♥️❤️❤️❤️🌹🌹🌹🎉🎉🌹👍👍
5595599940498146_1518590911909549,119630781428450_5595599940498146,2022-09-21T18:34:49+0000,10,არასოდეს არ დანებდე გული შრომით ივსება საქართველოს სიამაყე ჩვენი ერი ღირსება
5595599940498146_1359981091075024,119630781428450_5595599940498146,2022-09-22T15:55:36+0000,7,სულ გამარჯვებებიტ იარეთ ქარტველებო სპორტის ყველა სახეობში ასახელეთ საქართველო და აფრიალეთ ქართული დროშა მტრის ჯინაზეეედ.
5595599940498146_451642000265888,119630781428450_5595599940498146,2022-09-22T09:10:56+0000,5,".....
მითხარ ქვეყნად სხვა თუ არის
ჩვენი გუნდის თანატოლი
გული სულ გამისკდეს ლამის
ზღვასავით ღელავს ნაპოლი
ამღერებულან ფანები
გოლის გატანა ძნელია
ვინც რომ დალაშქრა კარები
ხვიჩაა კვარაცხელია
ნაპოლი ნაპოლი ნაპოლი
აქა ვართ და ეს დღეც ჩვენია
ნაპოლი ნაპოლი ნაპოლი
გამარჯვება მწამს შენია."
5595599940498146_1510373576053065,119630781428450_5595599940498146,2022-09-21T18:43:27+0000,6,23 ში ყველანი თეთრებში დინამოზე ✊🏻✊🏻
5595599940498146_525848799258483,119630781428450_5595599940498146,2022-09-21T18:13:48+0000,6,გაუმარჯოს  საქართველოს.
5595599940498146_748984666167463,119630781428450_5595599940498146,2022-09-21T18:35:54+0000,6,"ქომაგები,მუდამ საქართველოს გვერდზე 💪🇬🇪❤️"
5595599940498146_1268406397241329,119630781428450_5595599940498146,2022-09-22T03:44:40+0000,5,ძალა ერთობაშია! სიყვარულშია!თანაგრძნობაშია!  ყოჩაღ ბიჭებო!🙏👏❤️🇬🇪
5595599940498146_449182837184430,119630781428450_5595599940498146,2022-09-21T18:30:07+0000,1,🇬🇪🤍 can't wait 🤍🇬🇪
5595599940498146_682454979626267,119630781428450_5595599940498146,2022-09-21T18:19:01+0000,3,რა კარგი ვიდეოა🧡
5595599940498146_815208769606644,119630781428450_5595599940498146,2022-09-21T18:29:27+0000,1,ქომაგები ❤💥💥
5595599940498146_1107752563178586,119630781428450_5595599940498146,2022-09-21T18:27:00+0000,2,ქომაგები < 33
5595599940498146_3242015046116450,119630781428450_5595599940498146,2022-09-21T18:13:44+0000,1,მადლობა! 🥁🤘
5595599940498146_1235634587234951,119630781428450_5595599940498146,2022-09-22T05:26:29+0000,2,წინსვლა და გამარჯვება ქართულ სპორტს🙏🙏🙏❤️❤️❤️
5595599940498146_513166507483236,119630781428450_5595599940498146,2022-09-23T13:36:01+0000,1,"წარმატება მოგეტანოთ ქვეყნისთვის და დიდი სიხარული ქართველი ერისთვის
გამარჯვებას გისირვებთ მთელი გულით💜💜💜💜💜💜💜"
5595599940498146_391496486521107,119630781428450_5595599940498146,2022-09-21T18:14:16+0000,0,არასოდეს გავჩერდებით!
5595599940498146_610390060552195,119630781428450_5595599940498146,2022-09-22T16:59:13+0000,3,ღმერთო დალოცე ჩვენი საქართველო და ჩვენი სპორცმენები მუდამ გამარჯვებით ევბლოთ2♥️♥️♥️♥️
5595599940498146_689702579181270,119630781428450_5595599940498146,2022-09-23T09:34:54+0000,3,"წარმატებებას  გისურვებთ ვაჟკაცებო ოქრო ბიჭებო
საქართველოს🙏🏼🙏🏼🙏🏼🙏🏼👍👍👍❤❤❤"
5595599940498146_1744453005937420,119630781428450_5595599940498146,2022-09-22T17:28:26+0000,1,აბა თქვენ იცით როგორ გაგვახარებთ ბიჭებო.გულშემატკივრობა კი ჩვენზე იყვეს.წარმატებები!!!
5595599940498146_498895682058135,119630781428450_5595599940498146,2022-09-21T19:07:59+0000,1,"მიხარია, რომ ამ ყველაფრის ნაწილი ვარ ❤️❤️❤️❤️

 გამარჯვება 🇬🇪’!"
5595599940498146_457331059746942,119630781428450_5595599940498146,2022-09-22T14:18:58+0000,1,წარმატებები 💖
5595599940498146_794652201684610,119630781428450_5595599940498146,2022-09-22T06:21:18+0000,1,წარმატებებიიი👏🏻
5595599940498146_1053219232028908,119630781428450_5595599940498146,2022-09-23T07:48:48+0000,1,გამარჯვებებს და წარმატებებს გისურვებთ ქართველო ლომებო აბა აღვადგინოთ ძველი დინამოს ბიჭებივით დიდი და კარგი გოლით მოგერიებული  ბურთით  წარმატებები
5595599940498146_586656813187921,119630781428450_5595599940498146,2022-09-22T16:03:32+0000,0,Visac xeli urevia da gadamyidvelebs atant 50 100 bilets glocavt suyvelas ro icodet ragaiyot bolo bolo xalxia darchenili ubileto fexburtze ro uyvart da ro ician.zogs isets aq bileti shua tamashi ro ikitxavs chvenebi romeliao kait ra martla. Glocavt suyvelas vinc amden biletebs atans gadamyidvelebs ufrosian umcrosianad.xalxi fexburtid cxovrobs ise mainc uyuret premier ligas da aq vajrobaa fuli riti ishovon.rac daglocot ar agcdet arcerti
5595599940498146_2015598291967709,119630781428450_5595599940498146,2022-09-21T20:00:41+0000,1,ველოდებით ქომაგები მაკედონიასთან შეხვედრას :)
5595599940498146_587258133141937,119630781428450_5595599940498146,2022-09-21T18:12:12+0000,0,ქომაგები ✊💗
5595599940498146_781595409765779,119630781428450_5595599940498146,2022-09-21T18:55:26+0000,1,"კარგები ხართ!❤️ წარმტებები თქვენ,ჩვენ,ყველას!🇬🇪❤️"
5595599940498146_875040356800837,119630781428450_5595599940498146,2022-09-22T16:21:35+0000,0,Царматебеби да квлав царматебеби
5595599940498146_394950209503450,119630781428450_5595599940498146,2022-09-21T18:15:49+0000,2,ბრავოო ❤️❤️💪💪
5595599940498146_831723041159088,119630781428450_5595599940498146,2022-09-22T06:11:00+0000,2,წარმატებები
5595599940498146_2450893055079794,119630781428450_5595599940498146,2022-09-22T06:12:53+0000,1,"რა სასიამოვნოა როცა ადამიანს
იმედი მოგეცემა, აი ასეთეთ
საქრთველოს გაუმარჯოს
ერთ მუშტად შეკრულს!!!"
5595599940498146_631329648627513,119630781428450_5595599940498146,2022-09-23T05:46:13+0000,2,წარმატებები
5595599940498146_1541878479582614,119630781428450_5595599940498146,2022-09-21T20:47:48+0000,1,"ერთად გამარჯვებისკენ 🇬🇪
ხალხი რომელსაც საქართველო გულანთებული  უყვართ"
5595599940498146_826184898826199,119630781428450_5595599940498146,2022-09-21T19:01:37+0000,1,მაგრები ხართ ბიჭებო <3
5595599940498146_1206610950121387,119630781428450_5595599940498146,2022-09-21T19:22:45+0000,1,მეშვიდე წამზე რაღაც სასწაული ხელია ✊🏻😂😂😂😂
5595599940498146_644611513918302,119630781428450_5595599940498146,2022-09-22T20:38:50+0000,0,мец  мджера
5595599940498146_458893072844396,119630781428450_5595599940498146,2022-09-23T09:31:37+0000,0,Качаг бичебооо
5595599940498146_462712945904597,119630781428450_5595599940498146,2022-09-21T20:08:37+0000,3,საქართველო წინ!!!🤍❤️
5595599940498146_813402003185384,119630781428450_5595599940498146,2022-09-22T08:11:25+0000,1,გამარჯვება ბიჭებო🇬🇪❤
5595599940498146_3476398879304172,119630781428450_5595599940498146,2022-09-23T07:45:40+0000,0,წარმატებები ბიჭებო
5595599940498146_1166993027189850,119630781428450_5595599940498146,2022-09-22T04:54:44+0000,0,წარმატებები👏👏👏
5595599940498146_796077408484628,119630781428450_5595599940498146,2022-09-21T21:40:18+0000,1,არ გავჩერდეთ საქართველო🧡
5595599940498146_621114212952169,119630781428450_5595599940498146,2022-09-21T18:35:54+0000,2,ძალა ერთობაშია გენაცვალეთ მიყვარხართ სუყველა❤️❤️
5595599940498146_762977228102628,119630781428450_5595599940498146,2022-09-23T09:44:25+0000,0,წარმატებები♥️♥️♥️♥️
5595599940498146_3261244930830937,119630781428450_5595599940498146,2022-09-22T07:08:55+0000,1,Biletebi  ra  girs   an  romel  saitze   vnaxo?
5595599940498146_2879975068812994,119630781428450_5595599940498146,2022-09-23T13:45:27+0000,0,წარმატებები ბიჭებო
5595599940498146_815100729836832,119630781428450_5595599940498146,2022-09-24T14:36:09+0000,0,წარმატებები!
5595599940498146_611126337343327,119630781428450_5595599940498146,2022-09-23T12:44:11+0000,1,დღეს არა ტოტალიზატორს
5595599940498146_3316447211968013,119630781428450_5595599940498146,2022-09-23T09:23:20+0000,0,Gaixaret ufali gfaravdett sarmatebebs gilosavtmudam
5595599940498146_650915516320651,119630781428450_5595599940498146,2022-09-22T04:22:18+0000,0,წარმატებებიიი🇬🇪🇬🇪🇬🇪👍👏👏👏
5595599940498146_575222594288713,119630781428450_5595599940498146,2022-09-23T10:30:11+0000,0,"აბა თქვენ იცით ბიჭებო მიაწექიტ
მე მჯერა. ეს  თამაში შვენი
გამარჯვებით  დამთავრდება
წ ა რ მ ა ტ ე ბ ე ბ ი"
5595599940498146_501206701443614,119630781428450_5595599940498146,2022-09-22T11:53:02+0000,0,წარმატებები❤️❤️❤️❤️
5595599940498146_1241289896655049,119630781428450_5595599940498146,2022-09-21T18:25:31+0000,2,არასოდეს არ გაჩერდე 💪💪❤️❤️
5595599940498146_8746489708710529,119630781428450_5595599940498146,2022-09-23T06:59:17+0000,0,"ღმერთო შენ დალოცე საქართველო და ყველა სპორცმენი, ღმერთი გვფარავდეს, წარმატებები."
5595599940498146_463490819091915,119630781428450_5595599940498146,2022-09-22T17:46:10+0000,0,გამარჯვებით გევლოთ ბიჭებო მრავალჟამიერ ❤️❤️🙏
5595599940498146_805292954146439,119630781428450_5595599940498146,2022-09-23T12:52:53+0000,0,წარმატებები!
5595599940498146_485567400114435,119630781428450_5595599940498146,2022-09-23T09:49:27+0000,0,წარმატებები🇬🇪❤⚽️
5595599940498146_480374043946897,119630781428450_5595599940498146,2022-09-22T11:38:24+0000,0,მეამაყებით უფალსებარებოდეთ დაგლოცოთ საქსრთველოს ყველა წმინდა სალოცავმა 💖💖💖💖💖💖💖💖
5595599940498146_1742622266113113,119630781428450_5595599940498146,2022-09-23T06:01:36+0000,0,წარმატებები 💥💥💥💥🙏🏼🙏🏼🙏🏼
5595599940498146_414117914141348,119630781428450_5595599940498146,2022-09-23T09:15:02+0000,0,წინ  საქართველო!!!🇬🇪🇬🇪🇬🇪👍👍👍🙏🙏🙏🫵🫵🫵♥️♥️♥️👌👌👌
5595599940498146_828405291663830,119630781428450_5595599940498146,2022-09-23T03:03:10+0000,0,წარმატებები...
5595599940498146_3349830738634714,119630781428450_5595599940498146,2022-09-23T14:34:36+0000,0,გამარჯვება წარმატებები
5595599940498146_1722117794855374,119630781428450_5595599940498146,2022-09-22T13:33:21+0000,0,kargi xalxi xart da magat saqmes aketebt!!!!!!!
5595599940498146_803343640710138,119630781428450_5595599940498146,2022-09-22T15:16:36+0000,0,Daglocot da gagaxarot ulevi wlebi ufalma vajkaco sportsmenebo. Warmatebebi yvelgan da yoveltvis amin✝️♥️♥️♥️✝️🌹🌹🌹💕♥️✝️🙏🏽🙏🏽🙏🏽
5595599940498146_1052186702022432,119630781428450_5595599940498146,2022-09-22T12:47:27+0000,0,"წარმატებები ჩვენს ფეხბურთელებს ერთობას  ურთიერთ დანდობას 
გისურვებთ
ერთი ჰველასთვის 
ყველა ერთისთვის ამინო"
5595599940498146_470324761685685,119630781428450_5595599940498146,2022-09-23T17:04:57+0000,0,წაატებები  წარმატებები
5595599940498146_5473337289413712,119630781428450_5595599940498146,2022-09-23T04:18:08+0000,0,წინ დიდი გამარჯვებებისკენ ❤️❤️❤️🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪✊✊✊✊✊✊
5595599940498146_1795119304169167,119630781428450_5595599940498146,2022-09-22T20:08:41+0000,0,წარმატებები
5595599940498146_452007576739783,119630781428450_5595599940498146,2022-09-23T12:36:28+0000,0,წარმატებები!!!❤❤❤
5595599940498146_1511227035966964,119630781428450_5595599940498146,2022-09-23T14:27:27+0000,0,გამარჯვება ბიჭებო!
5595599940498146_1484588752061716,119630781428450_5595599940498146,2022-09-23T13:44:57+0000,0,Me mzefa tqveni csarmamebeis gaixaret qveynis saimedo xalxo
5595599940498146_1138324017110400,119630781428450_5595599940498146,2022-09-23T04:30:35+0000,0,წარმატებები
5595599940498146_460212326148613,119630781428450_5595599940498146,2022-09-22T15:23:27+0000,0,სუპერ კოკა.
5595599940498146_8098150206894227,119630781428450_5595599940498146,2022-09-23T14:56:56+0000,0,წარმატებები საქართველოს ნაკრებს
5595599940498146_1130738344461732,119630781428450_5595599940498146,2022-09-23T12:59:50+0000,0,წარმატებები.💕💕
5595599940498146_1301887683950132,119630781428450_5595599940498146,2022-09-22T19:01:26+0000,0,გამარჯვება ბიჭებო🙏💖💖
5595599940498146_395898229382408,119630781428450_5595599940498146,2022-09-23T03:13:00+0000,0,წარმატებები
